Country,League,Season,Date,Home,Away
Brazil,Serie A,2017,03/12/17,Sport,Corinthians
Brazil,Serie A,2017,03/12/17,Vasco,Ponte Preta
Brazil,Serie A,2017,03/12/17,Vitoria,Flamengo
Brazil,Serie A,2018,14/04/18,Cruzeiro,Gremio
Brazil,Serie A,2018,14/04/18,Vitoria,Flamengo
Brazil,Serie A,2018,14/04/18,Santos,Ceara
Brazil,Serie A,2018,15/04/18,America MG,Sport
Brazil,Serie A,2018,15/04/18,Corinthians,Fluminense
Brazil,Serie A,2018,15/04/18,Internacional,Bahia
Brazil,Serie A,2018,15/04/18,Vasco,Atletico-MG
Brazil,Serie A,2018,15/04/18,Atletico-PR,Chapecoense
Brazil,Serie A,2018,16/04/18,Botafogo,Palmeiras
Brazil,Serie A,2018,16/04/18,Sao Paulo,Parana Clube
Brazil,Serie A,2018,21/04/18,Bahia,Santos
Brazil,Serie A,2018,21/04/18,Flamengo,America MG
Brazil,Serie A,2018,22/04/18,Parana Clube,Corinthians
Brazil,Serie A,2018,22/04/18,Atletico-MG,Vitoria
Brazil,Serie A,2018,22/04/18,Ceara,Sao Paulo
Brazil,Serie A,2018,22/04/18,Chapecoense,Vasco
Brazil,Serie A,2018,22/04/18,Fluminense,Cruzeiro
Brazil,Serie A,2018,22/04/18,Palmeiras,Internacional
Brazil,Serie A,2018,22/04/18,Gremio,Atletico-PR
Brazil,Serie A,2018,23/04/18,Sport,Botafogo
Brazil,Serie A,2018,28/04/18,Botafogo,Gremio
Brazil,Serie A,2018,29/04/18,Atletico-MG,Corinthians
Brazil,Serie A,2018,29/04/18,Bahia,Atletico-PR
Brazil,Serie A,2018,29/04/18,Ceara,Flamengo
Brazil,Serie A,2018,29/04/18,Fluminense,Sao Paulo
Brazil,Serie A,2018,29/04/18,Palmeiras,Chapecoense
Brazil,Serie A,2018,29/04/18,Parana Clube,Sport
Brazil,Serie A,2018,29/04/18,Internacional,Cruzeiro
Brazil,Serie A,2018,30/04/18,America MG,Vitoria
Brazil,Serie A,2018,05/05/18,Sao Paulo,Atletico-MG
Brazil,Serie A,2018,05/05/18,Vasco,America MG
Brazil,Serie A,2018,06/05/18,Corinthians,Ceara
Brazil,Serie A,2018,06/05/18,Atletico-PR,Palmeiras
Brazil,Serie A,2018,06/05/18,Cruzeiro,Botafogo
Brazil,Serie A,2018,06/05/18,Flamengo,Internacional
Brazil,Serie A,2018,06/05/18,Vitoria,Fluminense
Brazil,Serie A,2018,06/05/18,Gremio,Santos
Brazil,Serie A,2018,06/05/18,Sport,Bahia
Brazil,Serie A,2018,07/05/18,Chapecoense,Parana Clube
Brazil,Serie A,2018,12/05/18,Gremio,Internacional
Brazil,Serie A,2018,13/05/18,Cruzeiro,Sport
Brazil,Serie A,2018,13/05/18,Atletico-PR,Atletico-MG
Brazil,Serie A,2018,13/05/18,Bahia,Sao Paulo
Brazil,Serie A,2018,13/05/18,Chapecoense,Flamengo
Brazil,Serie A,2018,13/05/18,Corinthians,Palmeiras
Brazil,Serie A,2018,13/05/18,Vasco,Vitoria
Brazil,Serie A,2018,13/05/18,Santos,Parana Clube
Brazil,Serie A,2018,14/05/18,Botafogo,Fluminense
Brazil,Serie A,2018,14/05/18,Ceara,America MG
Brazil,Serie A,2018,19/05/18,Atletico-MG,Cruzeiro
Brazil,Serie A,2018,19/05/18,Flamengo,Vasco
Brazil,Serie A,2018,19/05/18,Palmeiras,Bahia
Brazil,Serie A,2018,20/05/18,Vitoria,Ceara
Brazil,Serie A,2018,20/05/18,America MG,Botafogo
Brazil,Serie A,2018,20/05/18,Parana Clube,Gremio
Brazil,Serie A,2018,20/05/18,Sao Paulo,Santos
Brazil,Serie A,2018,20/05/18,Sport,Corinthians
Brazil,Serie A,2018,20/05/18,Fluminense,Atletico-PR
Brazil,Serie A,2018,21/05/18,Internacional,Chapecoense
Brazil,Serie A,2018,26/05/18,Fluminense,Chapecoense
Brazil,Serie A,2018,26/05/18,Palmeiras,Sport
Brazil,Serie A,2018,26/05/18,Atletico-MG,Flamengo
Brazil,Serie A,2018,27/05/18,Parana Clube,Atletico-PR
Brazil,Serie A,2018,27/05/18,Bahia,Vasco
Brazil,Serie A,2018,27/05/18,Botafogo,Vitoria
Brazil,Serie A,2018,27/05/18,Internacional,Corinthians
Brazil,Serie A,2018,27/05/18,Santos,Cruzeiro
Brazil,Serie A,2018,27/05/18,America MG,Sao Paulo
Brazil,Serie A,2018,27/05/18,Ceara,Gremio
Brazil,Serie A,2018,30/05/18,Sport,Atletico-MG
Brazil,Serie A,2018,30/05/18,Vasco,Parana Clube
Brazil,Serie A,2018,30/05/18,Vitoria,Internacional
Brazil,Serie A,2018,30/05/18,Chapecoense,Ceara
Brazil,Serie A,2018,30/05/18,Sao Paulo,Botafogo
Brazil,Serie A,2018,30/05/18,Cruzeiro,Palmeiras
Brazil,Serie A,2018,30/05/18,Gremio,Fluminense
Brazil,Serie A,2018,31/05/18,Flamengo,Bahia
Brazil,Serie A,2018,31/05/18,Corinthians,America MG
Brazil,Serie A,2018,31/05/18,Atletico-PR,Santos
Brazil,Serie A,2018,02/06/18,Atletico-MG,Chapecoense
Brazil,Serie A,2018,02/06/18,Internacional,Sport
Brazil,Serie A,2018,02/06/18,Vasco,Botafogo
Brazil,Serie A,2018,02/06/18,Palmeiras,Sao Paulo
Brazil,Serie A,2018,03/06/18,America MG,Atletico-PR
Brazil,Serie A,2018,03/06/18,Bahia,Gremio
Brazil,Serie A,2018,03/06/18,Flamengo,Corinthians
Brazil,Serie A,2018,03/06/18,Santos,Vitoria
Brazil,Serie A,2018,03/06/18,Ceara,Cruzeiro
Brazil,Serie A,2018,04/06/18,Parana Clube,Fluminense
Brazil,Serie A,2018,05/06/18,Sao Paulo,Internacional
Brazil,Serie A,2018,06/06/18,Botafogo,Ceara
Brazil,Serie A,2018,06/06/18,Vitoria,Chapecoense
Brazil,Serie A,2018,06/06/18,Corinthians,Santos
Brazil,Serie A,2018,06/06/18,Sport,Atletico-PR
Brazil,Serie A,2018,06/06/18,Cruzeiro,Vasco
Brazil,Serie A,2018,06/06/18,Gremio,Palmeiras
Brazil,Serie A,2018,07/06/18,Fluminense,Flamengo
Brazil,Serie A,2018,07/06/18,Parana Clube,Bahia
Brazil,Serie A,2018,08/06/18,America MG,Atletico-MG
Brazil,Serie A,2018,09/06/18,Atletico-PR,Sao Paulo
Brazil,Serie A,2018,09/06/18,Chapecoense,Cruzeiro
Brazil,Serie A,2018,09/06/18,Vasco,Sport
Brazil,Serie A,2018,09/06/18,Corinthians,Vitoria
Brazil,Serie A,2018,10/06/18,Atletico-MG,Fluminense
Brazil,Serie A,2018,10/06/18,Bahia,Botafogo
Brazil,Serie A,2018,10/06/18,Ceara,Palmeiras
Brazil,Serie A,2018,10/06/18,Gremio,America MG
Brazil,Serie A,2018,10/06/18,Flamengo,Parana Clube
Brazil,Serie A,2018,10/06/18,Santos,Internacional
Brazil,Serie A,2018,12/06/18,Sao Paulo,Vitoria
Brazil,Serie A,2018,13/06/18,America MG,Chapecoense
Brazil,Serie A,2018,13/06/18,Fluminense,Santos
Brazil,Serie A,2018,13/06/18,Parana Clube,Cruzeiro
Brazil,Serie A,2018,13/06/18,Sport,Gremio
Brazil,Serie A,2018,13/06/18,Botafogo,Atletico-PR
Brazil,Serie A,2018,13/06/18,Palmeiras,Flamengo
Brazil,Serie A,2018,13/06/18,Atletico-MG,Ceara
Brazil,Serie A,2018,13/06/18,Bahia,Corinthians
Brazil,Serie A,2018,13/06/18,Internacional,Vasco
Brazil,Serie A,2018,18/07/18,Ceara,Sport
Brazil,Serie A,2018,18/07/18,Vitoria,Parana Clube
Brazil,Serie A,2018,18/07/18,Corinthians,Botafogo
Brazil,Serie A,2018,18/07/18,Flamengo,Sao Paulo
Brazil,Serie A,2018,18/07/18,Gremio,Atletico-MG
Brazil,Serie A,2018,19/07/18,Chapecoense,Bahia
Brazil,Serie A,2018,19/07/18,Cruzeiro,America MG
Brazil,Serie A,2018,19/07/18,Santos,Palmeiras
Brazil,Serie A,2018,19/07/18,Vasco,Fluminense
Brazil,Serie A,2018,19/07/18,Atletico-PR,Internacional
Brazil,Serie A,2018,21/07/18,Flamengo,Botafogo
Brazil,Serie A,2018,21/07/18,Sao Paulo,Corinthians
Brazil,Serie A,2018,22/07/18,Bahia,Vitoria
Brazil,Serie A,2018,22/07/18,Palmeiras,Atletico-MG
Brazil,Serie A,2018,22/07/18,Parana Clube,America MG
Brazil,Serie A,2018,22/07/18,Sport,Fluminense
Brazil,Serie A,2018,22/07/18,Vasco,Gremio
Brazil,Serie A,2018,22/07/18,Chapecoense,Santos
Brazil,Serie A,2018,22/07/18,Cruzeiro,Atletico-PR
Brazil,Serie A,2018,23/07/18,Internacional,Ceara
Brazil,Serie A,2018,25/07/18,Fluminense,Palmeiras
Brazil,Serie A,2018,25/07/18,Atletico-MG,Parana Clube
Brazil,Serie A,2018,25/07/18,Corinthians,Cruzeiro
Brazil,Serie A,2018,25/07/18,Santos,Flamengo
Brazil,Serie A,2018,26/07/18,Botafogo,Chapecoense
Brazil,Serie A,2018,26/07/18,Gremio,Sao Paulo
Brazil,Serie A,2018,26/07/18,Vitoria,Sport
Brazil,Serie A,2018,26/07/18,America MG,Internacional
Brazil,Serie A,2018,28/07/18,Ceara,Fluminense
Brazil,Serie A,2018,29/07/18,Palmeiras,Parana Clube
Brazil,Serie A,2018,29/07/18,Vasco,Corinthians
Brazil,Serie A,2018,29/07/18,Atletico-PR,Vitoria
Brazil,Serie A,2018,29/07/18,Cruzeiro,Sao Paulo
Brazil,Serie A,2018,29/07/18,Flamengo,Sport
Brazil,Serie A,2018,29/07/18,Internacional,Botafogo
Brazil,Serie A,2018,29/07/18,Chapecoense,Gremio
Brazil,Serie A,2018,29/07/18,Santos,America MG
Brazil,Serie A,2018,30/07/18,Bahia,Atletico-MG
Brazil,Serie A,2018,04/08/18,Botafogo,Santos
Brazil,Serie A,2018,04/08/18,Gremio,Flamengo
Brazil,Serie A,2018,04/08/18,Corinthians,Atletico-PR
Brazil,Serie A,2018,05/08/18,America MG,Palmeiras
Brazil,Serie A,2018,05/08/18,Parana Clube,Ceara
Brazil,Serie A,2018,05/08/18,Sao Paulo,Vasco
Brazil,Serie A,2018,05/08/18,Vitoria,Cruzeiro
Brazil,Serie A,2018,05/08/18,Fluminense,Bahia
Brazil,Serie A,2018,05/08/18,Sport,Chapecoense
Brazil,Serie A,2018,06/08/18,Atletico-MG,Internacional
Brazil,Serie A,2018,08/08/18,Ceara,Santos
Brazil,Serie A,2018,11/08/18,Ceara,Atletico-PR
Brazil,Serie A,2018,11/08/18,Bahia,America MG
Brazil,Serie A,2018,12/08/18,Atletico-MG,Santos
Brazil,Serie A,2018,12/08/18,Parana Clube,Botafogo
Brazil,Serie A,2018,12/08/18,Chapecoense,Corinthians
Brazil,Serie A,2018,12/08/18,Flamengo,Cruzeiro
Brazil,Serie A,2018,12/08/18,Sport,Sao Paulo
Brazil,Serie A,2018,12/08/18,Gremio,Vitoria
Brazil,Serie A,2018,12/08/18,Palmeiras,Vasco
Brazil,Serie A,2018,13/08/18,Fluminense,Internacional
Brazil,Serie A,2018,18/08/18,Santos,Sport
Brazil,Serie A,2018,18/08/18,Corinthians,Gremio
Brazil,Serie A,2018,19/08/18,Atletico-PR,Flamengo
Brazil,Serie A,2018,19/08/18,Internacional,Parana Clube
Brazil,Serie A,2018,19/08/18,Botafogo,Atletico-MG
Brazil,Serie A,2018,19/08/18,Cruzeiro,Bahia
Brazil,Serie A,2018,19/08/18,Vitoria,Palmeiras
Brazil,Serie A,2018,19/08/18,America MG,Fluminense
Brazil,Serie A,2018,19/08/18,Sao Paulo,Chapecoense
Brazil,Serie A,2018,20/08/18,Vasco,Ceara
Brazil,Serie A,2018,22/08/18,Bahia,Internacional
Brazil,Serie A,2018,22/08/18,Parana Clube,Sao Paulo
Brazil,Serie A,2018,22/08/18,Palmeiras,Botafogo
Brazil,Serie A,2018,22/08/18,Sport,America MG
Brazil,Serie A,2018,22/08/18,Fluminense,Corinthians
Brazil,Serie A,2018,22/08/18,Gremio,Cruzeiro
Brazil,Serie A,2018,23/08/18,Flamengo,Vitoria
Brazil,Serie A,2018,23/08/18,Atletico-MG,Vasco
Brazil,Serie A,2018,25/08/18,Santos,Bahia
Brazil,Serie A,2018,25/08/18,Atletico-PR,Gremio
Brazil,Serie A,2018,25/08/18,Corinthians,Parana Clube
Brazil,Serie A,2018,25/08/18,Botafogo,Sport
Brazil,Serie A,2018,25/08/18,Cruzeiro,Fluminense
Brazil,Serie A,2018,26/08/18,Sao Paulo,Ceara
Brazil,Serie A,2018,26/08/18,America MG,Flamengo
Brazil,Serie A,2018,26/08/18,Internacional,Palmeiras
Brazil,Serie A,2018,26/08/18,Vitoria,Atletico-MG
Brazil,Serie A,2018,26/08/18,Vasco,Chapecoense
Brazil,Serie A,2018,29/08/18,Atletico-PR,Vasco
Brazil,Serie A,2018,29/08/18,Ceara,Bahia
Brazil,Serie A,2018,01/09/18,Gremio,Botafogo
Brazil,Serie A,2018,01/09/18,Vitoria,America MG
Brazil,Serie A,2018,01/09/18,Vasco,Santos
Brazil,Serie A,2018,01/09/18,Corinthians,Atletico-MG
Brazil,Serie A,2018,02/09/18,Flamengo,Ceara
Brazil,Serie A,2018,02/09/18,Atletico-PR,Bahia
Brazil,Serie A,2018,02/09/18,Sao Paulo,Fluminense
Brazil,Serie A,2018,02/09/18,Sport,Parana Clube
Brazil,Serie A,2018,02/09/18,Chapecoense,Palmeiras
Brazil,Serie A,2018,02/09/18,Cruzeiro,Internacional
Brazil,Serie A,2018,05/09/18,Bahia,Sport
Brazil,Serie A,2018,05/09/18,Botafogo,Cruzeiro
Brazil,Serie A,2018,05/09/18,Ceara,Corinthians
Brazil,Serie A,2018,05/09/18,Palmeiras,Atletico-PR
Brazil,Serie A,2018,05/09/18,Parana Clube,Chapecoense
Brazil,Serie A,2018,05/09/18,Atletico-MG,Sao Paulo
Brazil,Serie A,2018,05/09/18,Internacional,Flamengo
Brazil,Serie A,2018,06/09/18,Fluminense,Vitoria
Brazil,Serie A,2018,06/09/18,Santos,Gremio
Brazil,Serie A,2018,06/09/18,America MG,Vasco
Brazil,Serie A,2018,08/09/18,Sport,Cruzeiro
Brazil,Serie A,2018,08/09/18,Sao Paulo,Bahia
Brazil,Serie A,2018,08/09/18,Flamengo,Chapecoense
Brazil,Serie A,2018,09/09/18,America MG,Ceara
Brazil,Serie A,2018,09/09/18,Fluminense,Botafogo
Brazil,Serie A,2018,09/09/18,Internacional,Gremio
Brazil,Serie A,2018,09/09/18,Palmeiras,Corinthians
Brazil,Serie A,2018,09/09/18,Parana Clube,Santos
Brazil,Serie A,2018,09/09/18,Vitoria,Vasco
Brazil,Serie A,2018,10/09/18,Atletico-MG,Atletico-PR
Brazil,Serie A,2018,13/09/18,Chapecoense,Atletico-PR
Brazil,Serie A,2018,15/09/18,Ceara,Vitoria
Brazil,Serie A,2018,15/09/18,Gremio,Parana Clube
Brazil,Serie A,2018,15/09/18,Vasco,Flamengo
Brazil,Serie A,2018,16/09/18,Botafogo,America MG
Brazil,Serie A,2018,16/09/18,Atletico-PR,Fluminense
Brazil,Serie A,2018,16/09/18,Bahia,Palmeiras
Brazil,Serie A,2018,16/09/18,Cruzeiro,Atletico-MG
Brazil,Serie A,2018,16/09/18,Santos,Sao Paulo
Brazil,Serie A,2018,16/09/18,Corinthians,Sport
Brazil,Serie A,2018,17/09/18,Chapecoense,Internacional
Brazil,Serie A,2018,22/09/18,Sao Paulo,America MG
Brazil,Serie A,2018,23/09/18,Gremio,Ceara
Brazil,Serie A,2018,23/09/18,Atletico-PR,Parana Clube
Brazil,Serie A,2018,23/09/18,Corinthians,Internacional
Brazil,Serie A,2018,23/09/18,Flamengo,Atletico-MG
Brazil,Serie A,2018,23/09/18,Sport,Palmeiras
Brazil,Serie A,2018,23/09/18,Vitoria,Botafogo
Brazil,Serie A,2018,23/09/18,Cruzeiro,Santos
Brazil,Serie A,2018,24/09/18,Chapecoense,Fluminense
Brazil,Serie A,2018,24/09/18,Vasco,Bahia
Brazil,Serie A,2018,27/09/18,Santos,Vasco
Brazil,Serie A,2018,29/09/18,Fluminense,Gremio
Brazil,Serie A,2018,29/09/18,America MG,Corinthians
Brazil,Serie A,2018,29/09/18,Bahia,Flamengo
Brazil,Serie A,2018,30/09/18,Palmeiras,Cruzeiro
Brazil,Serie A,2018,30/09/18,Atletico-MG,Sport
Brazil,Serie A,2018,30/09/18,Botafogo,Sao Paulo
Brazil,Serie A,2018,30/09/18,Internacional,Vitoria
Brazil,Serie A,2018,30/09/18,Santos,Atletico-PR
Brazil,Serie A,2018,30/09/18,Ceara,Chapecoense
Brazil,Serie A,2018,01/10/18,Parana Clube,Vasco
Brazil,Serie A,2018,05/10/18,Sport,Internacional
Brazil,Serie A,2018,05/10/18,Corinthians,Flamengo
Brazil,Serie A,2018,05/10/18,Vitoria,Santos
Brazil,Serie A,2018,06/10/18,Atletico-PR,America MG
Brazil,Serie A,2018,06/10/18,Chapecoense,Atletico-MG
Brazil,Serie A,2018,06/10/18,Sao Paulo,Palmeiras
Brazil,Serie A,2018,06/10/18,Gremio,Bahia
Brazil,Serie A,2018,08/10/18,Fluminense,Parana Clube
Brazil,Serie A,2018,09/10/18,Botafogo,Vasco
Brazil,Serie A,2018,13/10/18,Flamengo,Fluminense
Brazil,Serie A,2018,13/10/18,Santos,Corinthians
Brazil,Serie A,2018,13/10/18,Bahia,Parana Clube
Brazil,Serie A,2018,14/10/18,Chapecoense,Vitoria
Brazil,Serie A,2018,14/10/18,Internacional,Sao Paulo
Brazil,Serie A,2018,14/10/18,Palmeiras,Gremio
Brazil,Serie A,2018,14/10/18,Vasco,Cruzeiro
Brazil,Serie A,2018,14/10/18,Atletico-MG,America MG
Brazil,Serie A,2018,14/10/18,Atletico-PR,Sport
Brazil,Serie A,2018,15/10/18,Ceara,Botafogo
Brazil,Serie A,2018,20/10/18,America MG,Gremio
Brazil,Serie A,2018,20/10/18,Botafogo,Bahia
Brazil,Serie A,2018,20/10/18,Sao Paulo,Atletico-PR
Brazil,Serie A,2018,20/10/18,Sport,Vasco
Brazil,Serie A,2018,21/10/18,Fluminense,Atletico-MG
Brazil,Serie A,2018,21/10/18,Palmeiras,Ceara
Brazil,Serie A,2018,21/10/18,Vitoria,Corinthians
Brazil,Serie A,2018,21/10/18,Cruzeiro,Chapecoense
Brazil,Serie A,2018,21/10/18,Parana Clube,Flamengo
Brazil,Serie A,2018,22/10/18,Internacional,Santos
Brazil,Serie A,2018,24/10/18,Cruzeiro,Ceara
Brazil,Serie A,2018,26/10/18,Vitoria,Sao Paulo
Brazil,Serie A,2018,26/10/18,Vasco,Internacional
Brazil,Serie A,2018,27/10/18,Gremio,Sport
Brazil,Serie A,2018,27/10/18,Santos,Fluminense
Brazil,Serie A,2018,27/10/18,Chapecoense,America MG
Brazil,Serie A,2018,27/10/18,Corinthians,Bahia
Brazil,Serie A,2018,27/10/18,Flamengo,Palmeiras
Brazil,Serie A,2018,27/10/18,Atletico-PR,Botafogo
Brazil,Serie A,2018,27/10/18,Cruzeiro,Parana Clube
Brazil,Serie A,2018,29/10/18,Ceara,Atletico-MG
Brazil,Serie A,2018,03/11/18,Atletico-MG,Gremio
Brazil,Serie A,2018,03/11/18,Fluminense,Vasco
Brazil,Serie A,2018,03/11/18,Palmeiras,Santos
Brazil,Serie A,2018,04/11/18,America MG,Cruzeiro
Brazil,Serie A,2018,04/11/18,Botafogo,Corinthians
Brazil,Serie A,2018,04/11/18,Parana Clube,Vitoria
Brazil,Serie A,2018,04/11/18,Sao Paulo,Flamengo
Brazil,Serie A,2018,04/11/18,Bahia,Chapecoense
Brazil,Serie A,2018,04/11/18,Internacional,Atletico-PR
Brazil,Serie A,2018,05/11/18,Sport,Ceara
Brazil,Serie A,2018,10/11/18,America MG,Parana Clube
Brazil,Serie A,2018,10/11/18,Corinthians,Sao Paulo
Brazil,Serie A,2018,10/11/18,Atletico-PR,Cruzeiro
Brazil,Serie A,2018,10/11/18,Botafogo,Flamengo
Brazil,Serie A,2018,11/11/18,Atletico-MG,Palmeiras
Brazil,Serie A,2018,11/11/18,Ceara,Internacional
Brazil,Serie A,2018,11/11/18,Gremio,Vasco
Brazil,Serie A,2018,11/11/18,Vitoria,Bahia
Brazil,Serie A,2018,11/11/18,Fluminense,Sport
Brazil,Serie A,2018,12/11/18,Santos,Chapecoense
Brazil,Serie A,2018,14/11/18,Bahia,Ceara
Brazil,Serie A,2018,15/11/18,Chapecoense,Botafogo
Brazil,Serie A,2018,14/11/18,Cruzeiro,Corinthians
Brazil,Serie A,2018,15/11/18,Flamengo,Santos
Brazil,Serie A,2018,15/11/18,Internacional,America MG
Brazil,Serie A,2018,14/11/18,Palmeiras,Fluminense
Brazil,Serie A,2018,14/11/18,Parana Clube,Atletico-MG
Brazil,Serie A,2018,15/11/18,Sao Paulo,Gremio
Brazil,Serie A,2018,14/11/18,Sport,Vitoria
Brazil,Serie A,2018,14/11/18,Vasco,Atletico-PR
Brazil,Serie A,2018,17/11/18,Corinthians,Vasco
Brazil,Serie A,2018,17/11/18,Vitoria,Atletico-PR
Brazil,Serie A,2018,17/11/18,Atletico-MG,Bahia
Brazil,Serie A,2018,18/11/18,America MG,Santos
Brazil,Serie A,2018,18/11/18,Botafogo,Internacional
Brazil,Serie A,2018,18/11/18,Parana Clube,Palmeiras
Brazil,Serie A,2018,18/11/18,Sport,Flamengo
Brazil,Serie A,2018,18/11/18,Gremio,Chapecoense
Brazil,Serie A,2018,18/11/18,Sao Paulo,Cruzeiro
Brazil,Serie A,2018,19/11/18,Fluminense,Ceara
Brazil,Serie A,2018,21/11/18,Internacional,Atletico-MG
Brazil,Serie A,2018,21/11/18,Santos,Botafogo
Brazil,Serie A,2018,21/11/18,Atletico-PR,Corinthians
Brazil,Serie A,2018,21/11/18,Cruzeiro,Vitoria
Brazil,Serie A,2018,21/11/18,Flamengo,Gremio
Brazil,Serie A,2018,21/11/18,Palmeiras,America MG
Brazil,Serie A,2018,22/11/18,Vasco,Sao Paulo
Brazil,Serie A,2018,22/11/18,Bahia,Fluminense
Brazil,Serie A,2018,22/11/18,Ceara,Parana Clube
Brazil,Serie A,2018,22/11/18,Chapecoense,Sport
Brazil,Serie A,2018,24/11/18,Santos,Atletico-MG
Brazil,Serie A,2018,25/11/18,Atletico-PR,Ceara
Brazil,Serie A,2018,25/11/18,Cruzeiro,Flamengo
Brazil,Serie A,2018,25/11/18,Vasco,Palmeiras
Brazil,Serie A,2018,25/11/18,Vitoria,Gremio
Brazil,Serie A,2018,25/11/18,America MG,Bahia
Brazil,Serie A,2018,25/11/18,Corinthians,Chapecoense
Brazil,Serie A,2018,25/11/18,Internacional,Fluminense
Brazil,Serie A,2018,26/11/18,Botafogo,Parana Clube
Brazil,Serie A,2018,26/11/18,Sao Paulo,Sport
Brazil,Serie A,2018,01/12/18,Atletico-MG,Botafogo
Brazil,Serie A,2018,01/12/18,Flamengo,Atletico-PR
Brazil,Serie A,2018,02/12/18,Bahia,Cruzeiro
Brazil,Serie A,2018,02/12/18,Ceara,Vasco
Brazil,Serie A,2018,02/12/18,Chapecoense,Sao Paulo
Brazil,Serie A,2018,02/12/18,Fluminense,America MG
Brazil,Serie A,2018,02/12/18,Gremio,Corinthians
Brazil,Serie A,2018,02/12/18,Palmeiras,Vitoria
Brazil,Serie A,2018,02/12/18,Parana Clube,Internacional
Brazil,Serie A,2018,02/12/18,Sport,Santos
